Age,Income,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,EngagementScore,ValuePerVisit,CustomerValue,Spend_per_Click,Clicks_per_Visit,DeepEngagement,EmailEngagementRate,CustomerMaturity,x0_Female,x0_Male,x1_Email,x1_PPC,x1_Referral,x1_SEO,x1_Social Media,x2_Awareness,x2_Consideration,x2_Conversion,x2_Retention,x3_IsConfid,x4_ToolConfid,Conversion
0.8304000348176327,1.3912659029560301,0.5277837224735381,-1.3209983405708576,-0.2982666192385167,-1.7295072052937248,-1.2089996348215375,-0.07830287329299271,-1.066014087301245,-0.6088293748131571,1.586839626044303,-0.16811450026629401,-1.2616272317161261,-1.6647600868659447,6.73980457135249,-0.805062327085886,1.0351516673491123,10.477917415375268,-0.7694827800049533,0.40270671138546155,-0.49002414162364877,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
1.7027747127948623,-1.142380365050964,-0.3886431084439589,0.010679289677929055,1.428426905687532,1.205221428577241,-1.0101585992022046,-0.5620531151684648,-1.5507154472082756,-1.3092622345658456,0.8866539164193934,-0.8606562109410375,0.678107037642739,-0.917052267389948,-0.37735320507722303,-0.4089613268552989,-0.39430690238503746,-0.2695574987744434,-0.8342447343702081,1.2588358868603067,-0.9463452303489712,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
0.1593425902197638,0.10101069484115167,-1.2179958819823768,1.4609709674397469,-0.5099464260250077,-1.5897582227284408,1.0263266686302766,1.4357369257621804,-1.723823075746501,0.26671169987770343,-0.8638103576428805,1.216968921083193,-0.10730683829397936,-2.0245715593453655,0.09452794922246573,0.7108844678436581,-0.620689511571456,0.3432371235235664,2.1389430259183384,-0.5117949078717594,0.6072052385977109,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.7801378322172526,-1.080471760154417,-1.5730101214889542,-0.2050662345321011,-0.29876305611010945,1.554593884990451,-0.38698722732738605,1.6471646894585668,1.3574927122339084,-1.3092622345658456,-0.8638103576428805,-1.553197921615781,-0.019105280033706176,1.9840849386983253,-0.4655807089906869,-1.0667209811028269,-0.639910353521116,-0.4168638983653111,0.7182951442743907,-0.10318780139512881,-1.2597223635699757,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
1.0988230126567802,-0.01859939255467204,-1.1715914067579942,1.1675038038740404,0.1012295064081049,-1.7295072052937248,-1.3441528123960387,1.4827024172478647,-1.5160939215006306,-0.6088293748131571,0.5365610616069386,1.216968921083193,1.2983179949332315,-1.9628061422631482,1.3859140027688062,2.238240797105336,-0.608318209928772,6.8294325103086555,-0.43830041705615214,0.05247204869120665,0.17873005121496327,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
-1.2498780434357608,-1.1113594942103286,1.6142658518821076,-0.01231274087923342,1.038050521393972,-1.3102602575978726,-1.3138337322641203,0.005947397249882956,1.5652218664797788,-0.7839375897513292,1.2367467712318483,-1.553197921615781,0.5780052691410004,0.8124246269501332,1.0420535150307224,-1.0667209811028269,0.03898903767519398,0.9223617116293779,-0.8078883213829111,0.4416216739070453,-1.2597223635699757,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.3775033654585313,-1.572279042923977,0.8116212412388752,-1.3560525782249446,-0.7915961698241765,1.205221428577241,-1.456541739891192,0.7030481511134167,0.1457393124663318,0.7920363446922197,-0.5137175028304257,0.5244272104084495,-1.09222423886703,0.5855504183429681,-0.28941275511161735,-0.5361776346585936,1.387194673232187,-0.38268881366022983,-0.7384725752219214,-0.4845544341066507,0.4276929691585104,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
0.8304000348176327,-0.734369374586537,0.11400045788244528,-1.2142867439467568,1.5418687391457717,1.6244683762730932,-1.1218837917343785,-1.1216407742135162,1.5998433921874238,-0.08350472999864078,-0.5137175028304257,-1.553197921615781,0.344901150881707,1.843076468345764,-0.35736743564146684,-1.0667209811028269,0.485539099483764,-0.39307842421096534,-1.0703272531287038,-0.40283301281132455,-1.2597223635699757,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
-0.511714854378105,1.494473538473887,1.5585097809726864,-1.563765639383056,0.14945833480738058,-0.8211388186193783,-0.029347516041979823,1.5522861612885763,0.8035483009115877,-0.9590458046895013,1.2367467712318483,0.17815635507107777,-1.4212300514251919,0.6560504505652355,0.26944647764799096,-0.8480382397369243,3.9688887654494938,0.22741220590240407,1.0676093418167534,0.6595454640279151,0.22246678004288373,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
-0.2432918765389575,1.227560912459698,0.43305364002435004,-1.0503577223797385,1.1924894154819319,-0.19226839707559995,-1.6938401955592264,-0.7369853377668306,-1.2391217158394703,-0.25861294493681286,-0.16362464801797094,1.216968921083193,0.9091111188005974,-1.421780992191572,-0.17722181356185807,1.8153273911942343,0.4016506292104766,-0.2560309285163603,-1.149553904989114,-0.28479095982918684,0.8804141559881042,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
